"","branch_code","time_block","tree","treatment","date.x","bug_count","morphospecies","wet_mass_g","exo","X","arachnids","lepidoptera","diptera","coleoptera","hymenoptera","hemiptera","aquatics","gastropods","orthopterids","guild","date.y","gastropod_biomass","ï..tree_id","herbivore_reps","herbivore_average_n","herbivore_stdev_n","herbivore_average_c","herbivore_stdev_c","herbivore_average_ratio","spider_reps","spider_average_n","spider_stdev_n","spider_average_c","spider_stdev_c","spider_average_ratio"
"594","HS7B",3,"Honeysuckle","bag","28-Jun",31,14,0.0981,"Non-native",594,12,1,0,1,0,10,0,0,2,12,NA,0,"HS7",1,11.26731724,NA,49.82783696,NA,5.157241561,1,11.73794987,NA,50.57771871,NA,5.024963923
"595","WE4B",3,"Burning Bush","bag","28-Jun",14,8,0.0357,"Non-native",595,4,0,0,0,0,5,0,0,2,4,NA,0,"WE4",3,9.719781772,0.118786231,54.00227782,1.953204435,6.4785356,1,10.72369277,NA,43.74117445,NA,4.756768746
"596","WE5C",3,"Burning Bush","control","28-Jun",10,9,0.0342,"Non-native",596,1,0,0,2,1,1,1,0,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","MW7C",3,"Musclewood","control","28-Jun",4,4,0.0079,"Native",597,1,1,0,0,0,1,0,0,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","HS8B",3,"Honeysuckle","bag","28-Jun",11,11,0.0555,"Non-native",598,4,0,0,3,0,3,0,0,1,4,NA,0,"HS8",1,10.45524004,NA,52.16408388,NA,5.818399511,3,11.56634785,0.103361834,50.47454048,1.051000484,5.088754921
"599","HS8C",3,"Honeysuckle","control","28-Jun",22,10,0.0386,"Non-native",599,12,0,2,4,0,1,0,0,3,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600","AO6C",3,"Autumn Olive","control","28-Jun",13,10,0.0223,"Non-native",600,4,0,0,4,1,3,0,0,0,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","BY9B",3,"Barberry","bag","28-Jun",14,11,0.0757,"Non-native",601,5,0,0,1,0,3,0,0,1,5,NA,0,"BY9",3,11.65518286,0.449382456,50.30922526,1.974111144,5.034019824,1,10.75164268,NA,48.24805253,NA,5.233243314
"602","MW8C",3,"Musclewood","control","28-Jun",16,9,0.1001,"Native",602,1,1,0,4,0,3,0,0,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","WH7C",3,"Witch-hazel","control","28-Jun",27,16,0.0352,"Native",603,6,0,0,4,5,5,0,0,0,6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604","MW8B",3,"Musclewood","bag","28-Jun",11,11,0.0623,"Native",604,0,0,1,2,1,2,1,0,0,0,NA,0,"MW8",3,9.30999046,0.774452703,55.33111988,1.86126692,6.954151108,1,12.30037863,NA,55.09395733,NA,5.223377934
"605","BB6B",3,"Sweet Birch","bag","28-Jun",91,15,0.1125,"Native",605,18,2,0,1,0,7,0,0,3,18,NA,0,"BB6",3,11.32328447,0.523977598,51.20785904,0.362484422,5.282058633,1,9.9708395,NA,53.08624649,NA,6.208922735
"606","SM7B",3,"Striped Maple","bag","28-Jun",15,13,0.185,"Native",606,6,1,1,1,1,2,2,0,0,6,NA,0,"SM7",3,9.969854739,0.495619206,47.17356051,0.950545061,5.524390768,3,11.53120462,0.412412937,51.03213117,0.724120708,5.166709612
"607","SM7C",3,"Striped Maple","control","28-Jun",10,8,0.1875,"Native",607,2,0,1,3,0,1,0,0,0,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608","SM8B",3,"Striped Maple","bag","28-Jun",20,9,0.1106,"Native",608,10,2,1,0,3,1,0,0,2,10,NA,0,"SM8",1,11.47506607,NA,50.38230383,NA,5.120221977,1,12.67785102,NA,49.00792714,NA,4.508028484
"609","SM8C",3,"Striped Maple","control","28-Jun",13,7,0.0213,"Native",609,1,0,2,0,3,6,0,0,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","BB5B",3,"Sweet Birch","bag","28-Jun",27,16,0.1366,"Native",610,7,1,2,5,0,1,4,0,0,7,NA,0,"BB5",1,11.23906803,NA,50.21375275,NA,5.21024735,1,10.74608231,NA,49.385952,NA,5.359437726
"611","BB5C",3,"Sweet Birch","control","28-Jun",13,7,0.0588,"Native",611,1,1,0,3,0,1,6,0,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","AB3B",3,"Beech","bag","28-Jun",21,12,0.0932,"Native",612,7,0,6,1,0,2,0,0,1,7,NA,0,"AB3",1,10.59820843,NA,52.21422577,NA,5.745427492,1,9.805076599,NA,55.21052551,NA,6.566543896
"613","WH8C",3,"Witch-hazel","control","28-Jun",31,22,0.1544,"Native",613,5,1,3,8,4,2,2,0,0,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","WH8B",3,"Witch-hazel","bag","28-Jun",15,11,0.147,"Native",614,7,2,0,1,1,1,0,0,0,7,NA,0,"WH8",1,10.21721446,NA,54.59940196,NA,6.231912375,1,12.45674108,NA,61.26001374,NA,5.735068559
"615","AB4C",3,"Beech","control","28-Jun",9,6,0.0571,"Native",615,2,0,3,2,0,1,0,0,0,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","AB4B",3,"Beech","bag","28-Jun",17,10,0.0192,"Native",616,6,1,1,0,0,1,0,0,2,6,NA,0,"AB4",1,10.55478191,NA,51.06008911,NA,5.641547718,1,11.56688213,NA,52.59023666,NA,5.302183779
"617","AB3C",3,"Beech","control","28-Jun",8,5,0.0241,"Native",617,2,0,2,0,0,0,0,0,0,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618","BC8B",3,"Shadbush","bag","28-Jun",26,13,0.0918,"Native",618,5,2,0,3,0,1,0,0,1,5,NA,0,"BC8",1,8.188077081,NA,48.33218119,NA,6.883676212,1,11.28591954,NA,50.48322402,NA,5.216462555
"619","BC8C",3,"Shadbush","control","28-Jun",41,9,0.0666,"Native",619,0,1,1,3,6,2,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","BC2C",3,"Shadbush","control","28-Jun",189,15,0.0371,"Native",620,2,0,1,1,1,10,0,0,1,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621","BB6C",3,"Sweet Birch","control","28-Jun",23,12,0.0853,"Native",621,4,2,0,6,9,0,0,0,0,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","BC2B",3,"Shadbush","bag","28-Jun",79,13,0.0685,"Native",622,4,1,0,1,3,9,0,0,0,4,NA,0,"BC2",1,10.14993572,NA,51.01353455,NA,5.861220839,1,12.0401222,NA,47.84340691,NA,4.634012116
"623","AO10B",3,"Autumn Olive","bag","30-Jun",24,14,0.0916,"Non-native",623,8,3,0,1,0,6,0,0,2,8,NA,0,"AO10",5,10.71712049,0.464785912,48.43607798,2.477967284,5.270045417,1,10.76769365,NA,51.55764653,NA,5.583883584
"624","MW9B",3,"Musclewood","bag","30-Jun",22,13,0.1692,"Native",624,6,1,0,4,0,2,5,0,2,6,NA,0,"MW9",1,10.78771864,NA,49.93747803,NA,5.398373843,1,11.27514646,NA,54.23145567,NA,5.609123878
"625","BB7B",3,"Sweet Birch","bag","30-Jun",14,12,0.0858,"Native",625,3,1,1,0,0,1,0,0,2,3,NA,0,"BB7",1,10.32292747,NA,48.53090668,NA,5.482535982,1,10.0398674,NA,46.62826157,NA,5.416106664
"626","BY8B",3,"Barberry","bag","30-Jun",19,8,0.0304,"Non-native",626,6,0,2,1,0,6,0,0,0,6,NA,0,"BY8",1,9.461839415,NA,51.8706546,NA,6.393109124,1,10.57869446,NA,51.72701634,NA,5.702316474
"627","HS9B",3,"Honeysuckle","bag","30-Jun",44,20,0.2503,"Non-native",627,15,0,0,13,1,7,0,0,0,15,NA,0,"HS9",1,11.15005153,NA,48.47144112,NA,5.069615467,1,11.64430428,NA,52.92664186,NA,5.300621031
"628","BB8B",3,"Sweet Birch","bag","30-Jun",27,16,0.0296,"Native",628,7,1,2,2,0,2,1,0,0,7,NA,0,"BB8",1,9.683575497,NA,53.46272578,NA,6.438449834,1,12.32142216,NA,50.72257534,NA,4.800720476
"629","SM9B",3,"Striped Maple","bag","30-Jun",13,11,0.1165,"Native",629,3,1,2,3,0,0,0,0,1,3,NA,0,"SM9",1,9.260063135,NA,43.71447996,NA,5.505253609,3,11.24502158,0.593133412,51.22208731,2.666351308,5.312652425
"630","AO10C",3,"Autumn Olive","control","30-Jun",124,8,0.135,"Non-native",630,104,0,0,0,1,10,0,0,0,104,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","MW9C",3,"Musclewood","control","30-Jun",25,11,0.0376,"Native",631,2,0,2,1,3,1,11,0,0,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","SM9C",3,"Striped Maple","control","30-Jun",12,6,0.0182,"Native",632,1,0,0,1,0,0,0,0,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","WH9B",3,"Witch-hazel","bag","30-Jun",19,13,0.1834,"Native",633,6,1,0,1,1,2,0,0,1,6,NA,0,"WH9",3,8.86664823,0.171032916,50.05476694,1.105127299,6.583819868,1,12.02135324,NA,60.65200783,NA,5.883798419
"634","AB5C",3,"Beech","control","30-Jun",18,12,0.0381,"Native",634,7,0,1,2,0,2,0,0,0,7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","WH10C",3,"Witch-hazel","control","30-Jun",6,6,0.0223,"Native",635,1,1,0,2,0,0,0,0,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","WH10B",3,"Witch-hazel","bag","30-Jun",50,19,0.4507,"Native",636,9,2,0,7,0,1,0,0,1,9,NA,0,"WH10",1,10.85396638,NA,55.17893519,NA,5.928581646,3,12.64141302,2.141212456,53.80874081,1.925191152,5.046174487
"637","WE10C",3,"Burning Bush","control","30-Jun",4,3,0.0011,"Non-native",637,3,0,0,0,0,0,0,0,0,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","MW10C",3,"Musclewood","control","30-Jun",16,10,0.0807,"Native",638,4,3,0,2,1,5,1,0,0,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","HS10C",3,"Honeysuckle","control","30-Jun",70,10,0.1072,"Non-native",639,16,1,0,0,0,10,0,0,2,16,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","MW10B",3,"Musclewood","bag","30-Jun",26,12,0.1279,"Native",640,7,0,6,1,1,6,1,0,0,7,NA,0,"MW10",1,9.595095755,NA,46.3263895,NA,5.630475886,1,12.20111234,NA,57.77786429,NA,5.522402033
"641","BB8C",3,"Sweet Birch","control","30-Jun",41,10,0.021,"Native",641,1,0,0,0,0,5,0,0,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","BY10B",3,"Barberry","bag","30-Jun",18,9,0.0595,"Non-native",642,6,0,0,0,0,10,0,0,0,6,NA,0,"BY10",1,11.33603187,NA,50.3522394,NA,5.179927651,1,10.90476952,NA,50.41606277,NA,5.391609097
"643","WE6B",3,"Burning Bush","bag","30-Jun",25,13,0.053,"Non-native",643,12,0,2,0,0,4,0,0,1,12,NA,0,"WE6",1,9.589523971,NA,46.91178921,NA,5.704937748,1,10.49725372,NA,53.46981191,NA,5.940170677
"644","BY10C",3,"Barberry","control","30-Jun",5,4,0.0038,"Non-native",644,0,0,0,1,0,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","WE6C",3,"Burning Bush","control","30-Jun",16,11,0.0263,"Non-native",645,2,0,1,8,1,2,0,0,0,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","BY8C",3,"Barberry","control","30-Jun",16,10,0.0223,"Non-native",646,5,1,1,3,0,1,0,0,0,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","SM10B",3,"Striped Maple","bag","30-Jun",54,12,0.0254,"Native",647,8,1,3,0,1,4,0,0,1,8,NA,0,"SM10",3,9.953895508,0.389565804,46.14582126,2.294215935,5.405088602,1,13.64945667,NA,56.07576124,NA,4.790995639
"648","HS9C",3,"Honeysuckle","control","30-Jun",13,9,0.0105,"Non-native",648,7,0,0,0,0,5,0,0,0,7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","AB6C",3,"Beech","control","30-Jun",179,14,0.0317,"Native",649,5,1,0,1,1,7,0,0,0,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","AO9B",3,"Autumn Olive","bag","30-Jun",32,9,0.0657,"Non-native",650,12,5,0,0,0,12,0,0,0,12,NA,0,"AO9",1,9.967563922,NA,50.38379381,NA,5.894782672,1,9.983958355,NA,52.24465882,NA,6.102462204
"651","SM10C",3,"Striped Maple","control","30-Jun",12,10,0.0198,"Native",651,2,1,1,3,1,0,0,0,0,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","BC9B",3,"Shadbush","bag","30-Jun",41,12,0.3542,"Native",652,3,1,0,1,0,4,0,0,3,3,NA,0,"BC9",1,9.84940199,NA,52.1139819,NA,6.170357918,1,12.50826215,NA,51.54798646,NA,4.805965984
"653","BB7C",3,"Sweet Birch","control","30-Jun",10,7,0.0197,"Native",653,3,1,0,1,0,0,0,0,0,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","BC10C",3,"Shadbush","control","30-Jun",34,9,0.0385,"Native",654,4,0,0,0,2,2,0,0,2,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","BC9C",3,"Shadbush","control","30-Jun",8,8,0.0603,"Native",655,1,0,0,1,0,2,0,0,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","AB6B",3,"Beech","bag","30-Jun",395,21,0.4031,"Native",656,21,3,1,6,2,1,0,0,1,21,NA,0,"AB6",1,9.689842224,NA,50.98849106,NA,6.136509569,3,11.11184597,0.335354275,52.73701859,1.886750677,5.534490935
"657","WH9C",3,"Witch-hazel","control","30-Jun",9,8,0.1044,"Native",657,2,2,0,0,0,3,0,0,0,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","WE10B",3,"Burning Bush","bag","30-Jun",16,14,0.014,"Non-native",658,4,1,0,3,1,4,0,0,2,4,NA,0,"WE10",1,9.606898002,NA,46.70551248,NA,5.66958047,1,12.45849258,NA,60.02163937,NA,5.618343872
"659","HS10B",3,"Honeysuckle","bag","30-Jun",55,14,0.0638,"Non-native",659,17,0,0,1,0,6,0,0,0,17,NA,0,"HS10",1,10.88356122,NA,48.6421725,NA,5.212041926,1,10.59625381,NA,49.9739141,NA,5.499927634
"660","BC10B",3,"Shadbush","bag","30-Jun",18,12,0.0701,"Native",660,6,3,0,5,0,3,0,0,0,6,NA,0,"BC10",1,11.1900261,NA,50.47915426,NA,5.260741139,3,10.52211379,0.153784644,51.25736537,0.423141557,5.681698853
"661","AB5B",3,"Beech","bag","30-Jun",45,11,0.0284,"Native",661,4,0,1,2,1,0,0,0,0,4,NA,0,"AB5",3,10.01070849,0.037761758,49.16367086,0.462575433,5.727427733,1,11.76576519,NA,50.5458374,NA,5.009924496
"662","AO9C",3,"Autumn Olive","control","30-Jun",13,6,0.0974,"Non-native",662,7,0,0,0,0,4,1,0,0,7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","SM11B",3,"Striped Maple","bag","5-Jul",48,19,0.3424,"Native",663,1,0,4,27,1,2,0,0,2,1,NA,0,"SM11",1,11.36277707,NA,49.94852125,NA,5.126301092,1,12.72837052,NA,49.91274347,NA,4.573035727
"664","SM11C",3,"Striped Maple","control","5-Jul",15,11,0.0269,"Native",664,1,0,1,3,4,0,0,0,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","SM12B",3,"Striped Maple","bag","5-Jul",32,14,0.1781,"Native",665,2,3,1,15,3,2,0,0,0,2,NA,0,"SM12",1,9.905721771,NA,48.25505354,NA,5.68097186,1,10.32279971,NA,49.89262219,NA,5.636438727
"666","SM12C",3,"Striped Maple","control","5-Jul",10,7,0.0442,"Native",666,1,0,1,3,3,0,0,0,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","MW12B",3,"Musclewood","bag","5-Jul",15,9,0.0452,"Native",667,6,2,0,1,0,5,0,0,0,6,NA,0,"MW12",1,9.739565834,NA,55.59243215,NA,6.656440262,1,11.99285545,NA,58.77764203,NA,5.715517015
"668","BC12C",3,"Shadbush","control","5-Jul",9,8,0.0175,"Native",668,2,0,1,1,0,3,0,0,0,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","BC12B",3,"Shadbush","bag","5-Jul",13,11,0.1393,"Native",669,2,1,1,3,1,3,0,0,2,2,NA,0,"BC12",3,9.791077516,0.309797185,51.0509963,1.199909814,6.082529375,1,10.48215606,NA,48.89212792,NA,5.439441118
"670","MW11C",3,"Musclewood","control","5-Jul",15,7,0.9071,"Native",670,3,4,0,6,1,2,0,0,0,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671","BC11C",3,"Shadbush","control","5-Jul",22,15,0.089,"Native",671,6,2,1,9,2,0,0,0,0,6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","AB7C",3,"Beech","control","5-Jul",11,10,0.1018,"Native",672,1,0,2,4,1,1,0,0,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","MW12C",3,"Musclewood","control","5-Jul",17,12,0.0512,"Native",673,8,0,2,3,0,1,0,0,0,8,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","WH11B",3,"Witch-hazel","bag","5-Jul",17,13,0.1936,"Native",674,5,1,0,2,3,3,0,0,1,5,NA,0,"WH11",1,10.22035984,NA,53.45915824,NA,6.099888424,1,11.92841989,NA,55.66336336,NA,5.441924193
"675","MW11B",3,"Musclewood","bag","5-Jul",27,17,0.3826,"Native",675,10,2,3,2,0,1,1,0,1,10,NA,0,"MW11",1,12.00805167,NA,51.86102169,NA,5.036565452,3,11.8623939,0.901542786,54.65571704,3.993974982,5.373923525
"676","BB10B",3,"Sweet Birch","bag","5-Jul",38,18,0.5783,"Native",676,12,3,4,6,2,4,0,0,0,12,NA,0,"BB10",3,9.398879813,0.263286664,49.333563,1.073645005,6.126644877,3,11.07353892,0.22751166,51.74975376,0.500016081,5.451543401
"677","AB8C",3,"Beech","control","5-Jul",26,19,0.0973,"Native",677,3,0,2,13,1,1,0,0,1,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","AB8B",3,"Beech","bag","5-Jul",126,15,0.1318,"Native",678,1,0,2,11,2,1,0,0,1,1,NA,0,"AB8",1,11.33856115,NA,48.86634858,NA,5.025946992,1,12.0214194,NA,49.22688384,NA,4.775430817
"679","BC11B",3,"Shadbush","bag","5-Jul",27,20,0.3308,"Native",679,4,2,1,12,1,1,0,0,2,4,NA,0,"BC11",1,9.845539344,NA,52.37220925,NA,6.203365124,1,12.34734993,NA,47.23819025,NA,4.461546835
"680","AO11B",3,"Autumn Olive","bag","5-Jul",20,11,0.134,"Non-native",680,13,0,0,0,0,3,0,0,0,13,NA,0,"AO11",1,10.9129126,NA,50.05502973,NA,5.349005055,5,10.62934217,0.611836425,54.37424385,2.117200695,5.971292147
"681","BY11C",3,"Barberry","control","5-Jul",12,9,0.0736,"Non-native",681,3,0,1,0,0,2,0,0,0,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","BB9B",3,"Sweet Birch","bag","5-Jul",16,10,0.1576,"Native",682,4,1,1,6,1,1,0,0,1,4,NA,0,"BB9",1,10.17850386,NA,49.15320881,NA,5.631627104,1,12.09633944,NA,49.39080551,NA,4.761656967
"683","AB7B",3,"Beech","bag","5-Jul",29,13,0.1555,"Native",683,5,0,2,10,1,0,0,0,1,5,NA,0,"AB7",1,8.26277256,NA,48.45877838,NA,6.839315285,1,12.72851753,NA,48.795681,NA,4.470638152
"684","BB10C",3,"Sweet Birch","control","5-Jul",6,5,0.0218,"Native",684,2,0,0,1,2,1,0,0,0,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","WH12B",3,"Witch-hazel","bag","5-Jul",35,17,0.2106,"Native",685,1,2,9,10,1,5,0,0,0,1,NA,0,"WH12",1,8.296560687,NA,49.03946832,NA,6.893084785,1,11.23712367,NA,49.65740084,NA,5.153411059
"686","WH11C",3,"Witch-hazel","control","5-Jul",30,14,0.0286,"Native",686,5,0,2,2,0,1,0,0,1,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","WH12C",3,"Witch-hazel","control","5-Jul",16,10,0.0569,"Native",687,8,0,0,3,0,2,0,0,0,8,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","HS11B",3,"Honeysuckle","bag","5-Jul",25,14,0.3707,"Non-native",688,4,1,0,3,2,5,0,1,2,4,"5-Jul",0.039,"HS11",3,9.091789381,0.818780465,57.48695626,2.230697272,7.398219225,1,12.94586212,NA,55.86474658,NA,5.032372929
"689","WE11B",3,"Burning Bush","bag","5-Jul",24,13,0.0837,"Non-native",689,10,1,1,1,5,5,0,0,1,10,NA,0,"WE11",3,12.27077415,0.378884261,48.80679746,0.792972067,4.639931138,1,12.20792942,NA,54.03767132,NA,5.162030633
"690","HS11C",3,"Honeysuckle","control","5-Jul",34,18,0.1414,"Non-native",690,4,3,2,7,1,3,0,0,0,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","AO11C",3,"Autumn Olive","control","5-Jul",14,9,0.1882,"Non-native",691,5,0,1,0,0,4,0,0,0,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692","BY12C",3,"Barberry","control","5-Jul",19,9,0.2494,"Non-native",692,7,0,0,1,2,1,0,1,0,7,"5-Jul",0.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","WE11C",3,"Burning Bush","control","5-Jul",21,16,0.0504,"Non-native",693,11,0,1,2,0,5,0,0,0,11,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","AO12C",3,"Autumn Olive","control","5-Jul",25,15,0.1004,"Non-native",694,17,1,0,1,0,3,1,0,0,17,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","WE12C",3,"Burning Bush","control","5-Jul",11,10,0.0606,"Non-native",695,4,1,0,2,2,1,0,0,0,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","BY11B",3,"Barberry","bag","5-Jul",27,15,0.2713,"Non-native",696,4,1,2,1,1,3,0,2,0,4,"5-Jul",0.2498,"BY11",1,10.19174313,NA,54.20028799,NA,6.201818992,1,9.910125617,NA,52.56737146,NA,6.185902402
"697","HS12C",3,"Honeysuckle","control","5-Jul",28,17,0.0659,"Non-native",697,7,0,0,7,2,9,0,0,1,7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","WE12B",3,"Burning Bush","bag","5-Jul",22,16,0.1496,"Non-native",698,6,1,2,6,0,0,0,0,0,6,NA,0,"WE12",1,10.54959429,NA,53.73479261,NA,5.939990911,3,10.94936486,0.43645941,52.35810464,1.563871814,5.577969545
"699","AO12B",3,"Autumn Olive","bag","5-Jul",10,7,0.0132,"Non-native",699,1,0,0,2,6,0,0,0,0,1,NA,0,"AO12",1,9.251453432,NA,43.80155496,NA,5.521353112,1,10.22963048,NA,54.75167915,NA,6.241708155
"700","HS12B",3,"Honeysuckle","bag","5-Jul",68,20,1.1729,"Non-native",700,5,0,0,6,4,17,0,13,0,5,"5-Jul",0.7416,"HS12",1,12.33904388,NA,63.82243898,NA,6.031951622,1,11.7104036,NA,53.57905941,NA,5.335672727
"701","BY12B",3,"Barberry","bag","5-Jul",44,13,1.0165,"Non-native",701,7,0,0,0,0,4,0,18,0,7,"5-Jul",1.7058,"BY12",1,10.69046249,NA,48.13520466,NA,5.250882384,3,12.01689113,0.110483123,49.64898162,0.767131081,4.818047612
"702","BB9C",3,"Sweet Birch","control","5-Jul",8,7,0.5744,"Native",702,0,0,0,3,1,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
